Station,Date_Time,Timezone,Temp,Spec_cond,Salinity,DO_pct,DO_conc,Depth,pH,Turbidity,Chlorophyll,Phycocyanin,Project,Comments
Beach Haven,2019-08-27 05:15:00,EST,21.49,45.86,29.78,84,6.25,2.48,7.98,3.82,,,BBP Real-time 2019,
Beach Haven,2019-08-27 05:30:00,EST,21.4,45.75,29.7,84.4,6.29,2.5,7.98,3.9,,,BBP Real-time 2019,
Beach Haven,2019-08-27 05:45:00,EST,21.37,45.74,29.69,83.7,6.24,2.51,7.97,3.79,,,BBP Real-time 2019,
Beach Haven,2019-08-27 06:00:00,EST,21.34,45.79,29.73,83.9,6.26,2.51,7.97,3.81,,,BBP Real-time 2019,
Beach Haven,2019-08-27 06:15:00,EST,21.35,45.81,29.74,82.8,6.18,2.51,7.97,3.48,,,BBP Real-time 2019,
Beach Haven,2019-08-27 06:30:00,EST,21.31,45.95,29.85,85.4,6.37,2.51,7.98,3.83,,,BBP Real-time 2019,
Beach Haven,2019-08-27 06:45:00,EST,21.31,46.01,29.88,83.9,6.26,2.49,7.98,3.76,,,BBP Real-time 2019,
Beach Haven,2019-08-27 07:00:00,EST,21.31,46.04,29.91,83.4,6.22,2.48,7.99,3.16,,,BBP Real-time 2019,
Beach Haven,2019-08-27 07:15:00,EST,21.31,45.97,29.86,83.5,6.22,2.45,7.98,3.1,,,BBP Real-time 2019,
Beach Haven,2019-08-27 07:30:00,EST,21.31,45.88,29.8,84.6,6.31,2.42,7.98,3.46,,,BBP Real-time 2019,
Beach Haven,2019-08-27 07:45:00,EST,21.29,45.84,29.76,83.7,6.25,2.38,7.97,3.52,,,BBP Real-time 2019,
Beach Haven,2019-08-27 08:00:00,EST,21.31,45.75,29.7,84.5,6.31,2.35,7.97,3.38,,,BBP Real-time 2019,
Beach Haven,2019-08-27 08:15:00,EST,21.32,45.69,29.66,85,6.35,2.33,7.97,3.91,,,BBP Real-time 2019,
Beach Haven,2019-08-27 08:30:00,EST,21.33,45.6,29.59,85.4,6.38,2.3,7.97,3.79,,,BBP Real-time 2019,
Beach Haven,2019-08-27 08:45:00,EST,21.37,45.6,29.59,85.8,6.4,2.27,7.97,3.43,,,BBP Real-time 2019,
Beach Haven,2019-08-27 09:00:00,EST,21.4,45.6,29.59,85.7,6.39,2.24,7.97,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-27 09:15:00,EST,21.42,45.59,29.58,85.8,6.4,2.21,7.97,3.34,,,BBP Real-time 2019,
Beach Haven,2019-08-27 09:30:00,EST,21.44,45.58,29.57,86.1,6.41,2.18,7.97,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-27 09:45:00,EST,21.46,45.57,29.57,86,6.41,2.15,7.97,3.21,,,BBP Real-time 2019,
Beach Haven,2019-08-27 10:00:00,EST,21.48,45.55,29.56,86.5,6.44,2.13,7.97,3.25,,,BBP Real-time 2019,
Beach Haven,2019-08-27 10:15:00,EST,21.5,45.54,29.55,86.5,6.44,2.1,7.97,3.07,,,BBP Real-time 2019,
Beach Haven,2019-08-27 10:30:00,EST,21.53,45.53,29.54,87.2,6.49,2.07,7.97,3.26,,,BBP Real-time 2019,
Beach Haven,2019-08-27 10:45:00,EST,21.56,45.52,29.53,87.5,6.51,2.04,7.98,3.3,,,BBP Real-time 2019,
Beach Haven,2019-08-27 11:00:00,EST,21.61,45.51,29.52,88.3,6.56,2.02,7.98,3.34,,,BBP Real-time 2019,
Beach Haven,2019-08-27 11:15:00,EST,21.67,45.5,29.51,89.1,6.62,2,7.98,3.11,,,BBP Real-time 2019,
Beach Haven,2019-08-27 11:30:00,EST,21.73,45.5,29.51,90,6.68,1.98,7.99,,,,BBP Real-time 2019,
Beach Haven,2019-08-27 11:45:00,EST,21.79,45.51,29.52,90.9,6.73,1.96,7.99,3.4,,,BBP Real-time 2019,
Beach Haven,2019-08-27 12:00:00,EST,21.85,45.52,29.53,91.7,6.79,1.95,8,4,,,BBP Real-time 2019,
Beach Haven,2019-08-27 12:15:00,EST,21.9,45.53,29.53,92.1,6.8,1.95,8,3.44,,,BBP Real-time 2019,
Beach Haven,2019-08-27 12:30:00,EST,21.95,45.54,29.54,92.5,6.83,1.94,8,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-27 12:45:00,EST,22.01,45.56,29.56,92.7,6.84,1.95,8.01,4.26,,,BBP Real-time 2019,
Beach Haven,2019-08-27 13:00:00,EST,22.07,45.58,29.57,92.7,6.83,1.97,8,2.85,,,BBP Real-time 2019,
Beach Haven,2019-08-27 13:15:00,EST,22.1,45.57,29.56,92.3,6.8,2,8,2.74,,,BBP Real-time 2019,
Beach Haven,2019-08-27 13:30:00,EST,22.19,45.58,29.56,94.2,6.92,2.02,8.01,3.47,,,BBP Real-time 2019,
Beach Haven,2019-08-27 13:45:00,EST,22.22,45.56,29.55,94.1,6.91,2.06,8.01,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-27 14:00:00,EST,22.27,45.55,29.54,94.6,6.94,2.1,8.01,3.4,,,BBP Real-time 2019,
Beach Haven,2019-08-27 14:15:00,EST,22.28,45.54,29.53,95.1,6.98,2.14,8.01,4.21,,,BBP Real-time 2019,
Beach Haven,2019-08-27 14:30:00,EST,22.3,45.49,29.5,95.9,7.04,2.18,8.02,3.96,,,BBP Real-time 2019,
Beach Haven,2019-08-27 14:45:00,EST,22.36,45.5,29.5,96.6,7.08,2.22,8.02,4.42,,,BBP Real-time 2019,
Beach Haven,2019-08-27 15:00:00,EST,22.37,45.09,29.21,98.7,7.24,2.26,8.02,4.97,,,BBP Real-time 2019,
Beach Haven,2019-08-27 15:15:00,EST,22.32,44.98,29.13,98,7.2,2.29,8.01,5.12,,,BBP Real-time 2019,
Beach Haven,2019-08-27 15:30:00,EST,22.32,45.4,29.44,96.5,7.08,2.34,8.02,4.13,,,BBP Real-time 2019,
Beach Haven,2019-08-27 15:45:00,EST,22.33,45.48,29.49,95.6,7.01,2.38,8.01,4.18,,,BBP Real-time 2019,
Beach Haven,2019-08-27 16:00:00,EST,22.32,45.54,29.54,94.6,6.94,2.41,8.01,4.22,,,BBP Real-time 2019,
Beach Haven,2019-08-27 16:15:00,EST,22.37,45.49,29.5,96.3,7.06,2.45,8.02,3.91,,,BBP Real-time 2019,
Beach Haven,2019-08-27 16:30:00,EST,22.4,45.48,29.49,96.6,7.08,2.49,8.02,3.74,,,BBP Real-time 2019,
Beach Haven,2019-08-27 16:45:00,EST,22.44,45.45,29.47,98,7.18,2.53,8.03,3.9,,,BBP Real-time 2019,
Beach Haven,2019-08-27 17:00:00,EST,22.47,45.47,29.48,98.7,7.23,2.55,8.03,3.75,,,BBP Real-time 2019,
Beach Haven,2019-08-27 17:15:00,EST,22.4,45.5,29.51,97.8,7.16,2.57,8.02,4.7,,,BBP Real-time 2019,
Beach Haven,2019-08-27 17:30:00,EST,22.24,45.59,29.58,97.2,7.14,2.6,8.03,5.47,,,BBP Real-time 2019,
Beach Haven,2019-08-27 17:45:00,EST,22.13,45.71,29.66,97.7,7.19,2.62,8.04,4.79,,,BBP Real-time 2019,
Beach Haven,2019-08-27 18:00:00,EST,22.13,45.72,29.67,97.5,7.17,2.63,8.04,4.18,,,BBP Real-time 2019,
Beach Haven,2019-08-27 18:15:00,EST,22.09,45.79,29.72,97.3,7.16,2.65,8.04,3.82,,,BBP Real-time 2019,
Beach Haven,2019-08-27 18:30:00,EST,22.05,45.86,29.77,96.9,7.14,2.66,8.04,3.77,,,BBP Real-time 2019,
Beach Haven,2019-08-27 18:45:00,EST,22.02,45.93,29.82,97,7.15,2.66,8.05,3.97,,,BBP Real-time 2019,
Beach Haven,2019-08-27 19:00:00,EST,22,45.97,29.85,96.7,7.12,2.66,8.06,3.43,,,BBP Real-time 2019,
Beach Haven,2019-08-27 19:15:00,EST,21.97,46.04,29.9,97.1,7.15,2.66,8.07,3.24,,,BBP Real-time 2019,
Beach Haven,2019-08-27 19:30:00,EST,21.98,46.08,29.93,96.9,7.14,2.64,8.08,2.81,,,BBP Real-time 2019,
Beach Haven,2019-08-27 19:45:00,EST,21.99,46.09,29.94,95.1,7,2.61,8.09,2.86,,,BBP Real-time 2019,
Beach Haven,2019-08-27 20:00:00,EST,22,46.03,29.9,95,7,2.58,8.07,3.26,,,BBP Real-time 2019,
Beach Haven,2019-08-27 20:15:00,EST,22.05,46.01,29.88,98.5,7.25,2.54,8.09,3.03,,,BBP Real-time 2019,
Beach Haven,2019-08-27 20:30:00,EST,22.06,45.99,29.87,96.3,7.08,2.51,8.07,3.26,,,BBP Real-time 2019,
Beach Haven,2019-08-27 20:45:00,EST,22.05,45.91,29.81,96.1,7.07,2.48,8.06,3.58,,,BBP Real-time 2019,
Beach Haven,2019-08-27 21:00:00,EST,22.06,45.89,29.79,95.7,7.04,2.44,8.05,4.16,,,BBP Real-time 2019,
Beach Haven,2019-08-27 21:15:00,EST,22.05,45.88,29.78,95,6.99,2.41,8.04,3.96,,,BBP Real-time 2019,
Beach Haven,2019-08-27 21:30:00,EST,22.05,45.81,29.74,94,6.92,2.38,8.03,3.22,,,BBP Real-time 2019,
Beach Haven,2019-08-27 21:45:00,EST,22.06,45.78,29.71,93.2,6.86,2.35,8.02,3.53,,,BBP Real-time 2019,
Beach Haven,2019-08-27 22:00:00,EST,22.07,45.74,29.68,92.7,6.83,2.31,8.02,3.76,,,BBP Real-time 2019,
Beach Haven,2019-08-27 22:15:00,EST,22.08,45.67,29.63,93.3,6.87,2.28,8.02,3.94,,,BBP Real-time 2019,
Beach Haven,2019-08-27 22:30:00,EST,22.1,45.58,29.57,93.6,6.89,2.25,8.01,4.01,,,BBP Real-time 2019,
Beach Haven,2019-08-27 22:45:00,EST,22.13,45.49,29.5,93.7,6.9,2.22,8.01,3.53,,,BBP Real-time 2019,
Beach Haven,2019-08-27 23:00:00,EST,22.15,45.45,29.47,93.7,6.89,2.18,8.01,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-27 23:15:00,EST,22.17,45.46,29.48,93.3,6.86,2.15,8.01,3.48,,,BBP Real-time 2019,
Beach Haven,2019-08-27 23:30:00,EST,22.18,45.41,29.45,95.1,6.99,2.12,8.02,3.73,,,BBP Real-time 2019,
Beach Haven,2019-08-27 23:45:00,EST,22.2,45.37,29.42,97.2,7.15,2.09,8.04,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-28 00:00:00,EST,22.21,45.35,29.4,99.1,7.29,2.06,8.06,3.58,,,BBP Real-time 2019,
Beach Haven,2019-08-28 00:15:00,EST,22.22,45.35,29.4,99.7,7.33,2.04,8.06,3.73,,,BBP Real-time 2019,
Beach Haven,2019-08-28 00:30:00,EST,22.23,45.34,29.4,99.8,7.34,2.02,8.07,3.45,,,BBP Real-time 2019,
Beach Haven,2019-08-28 00:45:00,EST,22.23,45.33,29.38,100.6,7.4,1.99,8.07,3.27,,,BBP Real-time 2019,
Beach Haven,2019-08-28 01:00:00,EST,22.22,45.33,29.39,99,7.28,1.97,8.06,3.77,,,BBP Real-time 2019,
Beach Haven,2019-08-28 01:15:00,EST,22.21,45.32,29.38,96.6,7.11,1.96,8.04,3.67,,,BBP Real-time 2019,
Beach Haven,2019-08-28 01:30:00,EST,22.19,45.32,29.38,94.2,6.93,1.94,8.01,3.66,,,BBP Real-time 2019,
Beach Haven,2019-08-28 01:45:00,EST,22.17,45.3,29.37,91.2,6.72,1.94,8,3.4,,,BBP Real-time 2019,
Beach Haven,2019-08-28 02:00:00,EST,22.16,45.28,29.35,89.7,6.6,1.94,7.98,3.52,,,BBP Real-time 2019,
Beach Haven,2019-08-28 02:15:00,EST,22.16,45.26,29.34,87.3,6.43,1.94,7.98,3.23,,,BBP Real-time 2019,
Beach Haven,2019-08-28 02:30:00,EST,22.17,45.25,29.33,87.7,6.46,1.96,7.97,2.94,,,BBP Real-time 2019,
Beach Haven,2019-08-28 02:45:00,EST,22.18,45.25,29.33,88.5,6.52,1.99,7.97,2.79,,,BBP Real-time 2019,
Beach Haven,2019-08-28 03:00:00,EST,22.19,45.24,29.32,89.1,6.56,2.01,7.98,2.48,,,BBP Real-time 2019,
Beach Haven,2019-08-28 03:15:00,EST,22.15,45.31,29.37,88.6,6.52,2.04,7.98,3,,,BBP Real-time 2019,
Beach Haven,2019-08-28 03:30:00,EST,22.15,45.32,29.38,88.7,6.53,2.07,7.98,3.53,,,BBP Real-time 2019,
Beach Haven,2019-08-28 03:45:00,EST,22.15,45.35,29.4,90,6.63,2.11,7.99,3.8,,,BBP Real-time 2019,
Beach Haven,2019-08-28 04:00:00,EST,22.16,45.35,29.4,90.5,6.66,2.14,8,3.38,,,BBP Real-time 2019,
Beach Haven,2019-08-28 04:15:00,EST,22.16,45.35,29.4,90.6,6.67,2.18,8,3.22,,,BBP Real-time 2019,
Beach Haven,2019-08-28 04:30:00,EST,22.15,45.37,29.41,90,6.63,2.22,8,4.16,,,BBP Real-time 2019,
Beach Haven,2019-08-28 04:45:00,EST,22.13,45.38,29.43,88.8,6.54,2.25,7.99,3.54,,,BBP Real-time 2019,
Beach Haven,2019-08-28 05:00:00,EST,22.13,45.39,29.43,89.1,6.56,2.29,8,3.8,,,BBP Real-time 2019,
Beach Haven,2019-08-28 05:15:00,EST,22.12,45.41,29.45,88.4,6.51,2.32,7.99,3.93,,,BBP Real-time 2019,
Beach Haven,2019-08-28 05:30:00,EST,22.11,45.39,29.43,87.9,6.48,2.35,7.99,3.92,,,BBP Real-time 2019,
Beach Haven,2019-08-28 05:45:00,EST,22.12,45.43,29.46,86.9,6.4,2.37,7.98,3.96,,,BBP Real-time 2019,
Beach Haven,2019-08-28 06:00:00,EST,22.12,45.44,29.46,86.1,6.34,2.4,7.97,3.94,,,BBP Real-time 2019,
Beach Haven,2019-08-28 06:15:00,EST,22.11,45.45,29.47,85.3,6.28,2.42,7.97,3.65,,,BBP Real-time 2019,
Beach Haven,2019-08-28 06:30:00,EST,22.11,45.45,29.48,84.7,6.24,2.44,7.96,4.48,,,BBP Real-time 2019,
Beach Haven,2019-08-28 06:45:00,EST,22.1,45.46,29.48,84.2,6.2,2.45,7.96,3.9,,,BBP Real-time 2019,
Beach Haven,2019-08-28 07:00:00,EST,21.99,45.58,29.57,83.7,6.17,2.46,7.96,3.69,,,BBP Real-time 2019,
Beach Haven,2019-08-28 07:15:00,EST,21.9,45.71,29.67,84.2,6.22,2.45,7.96,3.68,,,BBP Real-time 2019,
Beach Haven,2019-08-28 07:30:00,EST,21.88,45.77,29.71,84.2,6.22,2.45,7.97,2.9,,,BBP Real-time 2019,
Beach Haven,2019-08-28 07:45:00,EST,21.88,45.79,29.72,82.7,6.11,2.43,7.97,3.42,,,BBP Real-time 2019,
Beach Haven,2019-08-28 08:00:00,EST,21.88,45.81,29.74,83.2,6.14,2.41,7.97,3.52,,,BBP Real-time 2019,
Beach Haven,2019-08-28 08:15:00,EST,21.93,45.71,29.66,85,6.27,2.37,7.97,3.37,,,BBP Real-time 2019,
Beach Haven,2019-08-28 08:30:00,EST,21.95,45.62,29.6,83.5,6.17,2.34,7.96,3.34,,,BBP Real-time 2019,
Beach Haven,2019-08-28 08:45:00,EST,21.95,45.6,29.59,84,6.2,2.31,7.96,3.26,,,BBP Real-time 2019,
Beach Haven,2019-08-28 09:00:00,EST,21.97,45.5,29.51,85.5,6.32,2.27,7.95,3.38,,,BBP Real-time 2019,
Beach Haven,2019-08-28 09:15:00,EST,21.99,45.27,29.35,86.2,6.37,2.25,7.94,2.96,,,BBP Real-time 2019,
Beach Haven,2019-08-28 09:30:00,EST,22.02,45.12,29.24,86.1,6.36,2.22,7.93,3.21,,,BBP Real-time 2019,
Beach Haven,2019-08-28 09:45:00,EST,22.05,45.06,29.19,86.2,6.37,2.19,7.93,2.89,,,BBP Real-time 2019,
Beach Haven,2019-08-28 10:00:00,EST,22.07,45.1,29.22,86.6,6.39,2.16,7.94,3.35,,,BBP Real-time 2019,
Beach Haven,2019-08-28 10:15:00,EST,22.12,45.26,29.34,86.6,6.39,2.13,7.95,3.63,,,BBP Real-time 2019,
Beach Haven,2019-08-28 10:30:00,EST,22.16,45.23,29.31,87.2,6.42,2.1,7.95,3.79,,,BBP Real-time 2019,
Beach Haven,2019-08-28 10:45:00,EST,22.19,45.22,29.31,87.6,6.45,2.07,7.95,4.01,,,BBP Real-time 2019,
Beach Haven,2019-08-28 11:00:00,EST,22.23,45.2,29.29,88.3,6.5,2.04,7.96,3.87,,,BBP Real-time 2019,
Beach Haven,2019-08-28 11:15:00,EST,22.27,45.19,29.28,89.2,6.56,2,7.96,4.1,,,BBP Real-time 2019,
Beach Haven,2019-08-28 11:30:00,EST,22.3,45.17,29.27,89.8,6.6,1.97,7.96,3.97,,,BBP Real-time 2019,
Beach Haven,2019-08-28 11:45:00,EST,22.34,45.16,29.26,90.4,6.64,1.95,7.97,4.3,,,BBP Real-time 2019,
Beach Haven,2019-08-28 12:00:00,EST,22.37,45.17,29.27,91,6.68,1.92,7.97,4.18,,,BBP Real-time 2019,
Beach Haven,2019-08-28 12:15:00,EST,22.4,45.18,29.27,91.4,6.71,1.9,7.97,4.25,,,BBP Real-time 2019,
Beach Haven,2019-08-28 12:30:00,EST,22.43,45.19,29.28,92.1,6.75,1.87,7.98,4.66,,,BBP Real-time 2019,
Beach Haven,2019-08-28 12:45:00,EST,22.48,45.21,29.29,92.6,6.78,1.85,7.98,4.67,,,BBP Real-time 2019,
Beach Haven,2019-08-28 13:00:00,EST,22.54,45.23,29.31,93.1,6.81,1.84,7.99,4.28,,,BBP Real-time 2019,
Beach Haven,2019-08-28 13:15:00,EST,22.6,45.25,29.32,93.9,6.86,1.83,7.99,4.49,,,BBP Real-time 2019,
Beach Haven,2019-08-28 13:30:00,EST,22.67,45.27,29.34,92.3,6.73,1.82,7.99,4.11,,,BBP Real-time 2019,
Beach Haven,2019-08-28 13:45:00,EST,22.76,45.28,29.34,97.8,7.13,1.83,8.02,3.72,,,BBP Real-time 2019,
Beach Haven,2019-08-28 14:00:00,EST,22.87,45.26,29.33,100.5,7.31,1.84,8.08,3.21,,,BBP Real-time 2019,
Beach Haven,2019-08-28 14:15:00,EST,22.87,45.27,29.33,103.9,7.56,1.86,8.07,2.74,,,BBP Real-time 2019,
Beach Haven,2019-08-28 14:30:00,EST,22.88,45.27,29.33,103.1,7.5,1.9,8.05,3,,,BBP Real-time 2019,
Beach Haven,2019-08-28 14:45:00,EST,22.84,45.24,29.31,99.3,7.23,1.93,8.03,3.5,,,BBP Real-time 2019,
Beach Haven,2019-08-28 15:00:00,EST,22.82,45.25,29.32,96.7,7.04,1.96,8.01,3.76,,,BBP Real-time 2019,
Beach Haven,2019-08-28 15:15:00,EST,22.81,45.23,29.31,95.9,6.98,2,8,3.84,,,BBP Real-time 2019,
Beach Haven,2019-08-28 15:30:00,EST,22.87,44.85,29.03,97.9,7.13,2.05,8,4.73,,,BBP Real-time 2019,
Beach Haven,2019-08-28 15:45:00,EST,22.87,45.03,29.16,97.1,7.07,2.1,8,4.23,,,BBP Real-time 2019,
Beach Haven,2019-08-28 16:00:00,EST,22.9,44.69,28.91,98.7,7.19,2.14,8,4.21,,,BBP Real-time 2019,
Beach Haven,2019-08-28 16:15:00,EST,22.93,44.87,29.05,98.1,7.14,2.19,8,4.29,,,BBP Real-time 2019,
Beach Haven,2019-08-28 16:30:00,EST,22.93,45.15,29.25,96,6.98,2.23,8,4.36,,,BBP Real-time 2019,
Beach Haven,2019-08-28 16:45:00,EST,22.95,45.17,29.26,95.2,6.91,2.27,7.99,4.15,,,BBP Real-time 2019,
Beach Haven,2019-08-28 17:00:00,EST,22.94,45.19,29.28,95,6.9,2.32,7.99,4.06,,,BBP Real-time 2019,
Beach Haven,2019-08-28 17:15:00,EST,22.95,45.17,29.26,95.3,6.92,2.35,7.99,3.81,,,BBP Real-time 2019,
Beach Haven,2019-08-28 17:30:00,EST,22.97,45.13,29.23,96.5,7.01,2.4,8,3.98,,,BBP Real-time 2019,
Beach Haven,2019-08-28 17:45:00,EST,22.98,45.13,29.23,97.2,7.06,2.43,8,4.25,,,BBP Real-time 2019,
Beach Haven,2019-08-28 18:00:00,EST,23,45.14,29.24,97.6,7.08,2.47,8.01,3.85,,,BBP Real-time 2019,
Beach Haven,2019-08-28 18:15:00,EST,23,45.1,29.21,99.2,7.2,2.5,8.01,4.13,,,BBP Real-time 2019,
Beach Haven,2019-08-28 18:30:00,EST,22.96,45.08,29.2,98.4,7.15,2.53,8.01,4.37,,,BBP Real-time 2019,
Beach Haven,2019-08-28 18:45:00,EST,22.8,45.18,29.27,96.3,7.02,2.55,8.01,4.43,,,BBP Real-time 2019,
Beach Haven,2019-08-28 19:00:00,EST,22.69,45.32,29.37,95.9,7,2.57,8.02,4.62,,,BBP Real-time 2019,
Beach Haven,2019-08-28 19:15:00,EST,22.67,45.38,29.42,96.1,7.01,2.58,8.03,4.41,,,BBP Real-time 2019,
Beach Haven,2019-08-28 19:30:00,EST,22.63,45.45,29.47,95.5,6.97,2.59,8.03,4.19,,,BBP Real-time 2019,
Beach Haven,2019-08-28 19:45:00,EST,22.61,45.53,29.52,96.2,7.02,2.6,8.05,4.25,,,BBP Real-time 2019,
Beach Haven,2019-08-28 20:00:00,EST,22.58,45.58,29.56,96.2,7.03,2.59,8.05,3.9,,,BBP Real-time 2019,
Beach Haven,2019-08-28 20:15:00,EST,22.56,45.65,29.61,97.4,7.11,2.59,8.08,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-28 20:30:00,EST,22.56,45.69,29.64,97.8,7.14,2.56,8.1,3.02,,,BBP Real-time 2019,
Beach Haven,2019-08-28 20:45:00,EST,22.57,45.7,29.65,96.9,7.07,2.53,8.11,3.31,,,BBP Real-time 2019,
Beach Haven,2019-08-28 21:00:00,EST,22.62,45.56,29.55,95.9,7,2.5,8.07,3.19,,,BBP Real-time 2019,
Beach Haven,2019-08-28 21:15:00,EST,22.63,45.6,29.58,98.2,7.16,2.46,8.1,3.59,,,BBP Real-time 2019,
Beach Haven,2019-08-28 21:30:00,EST,22.64,45.52,29.51,96.1,7.01,2.43,8.06,3.91,,,BBP Real-time 2019,
Beach Haven,2019-08-28 21:45:00,EST,22.66,45.47,29.48,96.1,7.01,2.39,8.06,3.93,,,BBP Real-time 2019,
Beach Haven,2019-08-28 22:00:00,EST,22.65,45.48,29.49,95.6,6.97,2.35,8.05,4.11,,,BBP Real-time 2019,
Beach Haven,2019-08-28 22:15:00,EST,22.66,45.41,29.44,94.2,6.87,2.32,8.03,3.87,,,BBP Real-time 2019,
Beach Haven,2019-08-28 22:30:00,EST,22.67,45.38,29.42,93.2,6.8,2.28,8.02,3.81,,,BBP Real-time 2019,
Beach Haven,2019-08-28 22:45:00,EST,22.68,45.35,29.39,92.6,6.75,2.25,8.01,3.45,,,BBP Real-time 2019,
Beach Haven,2019-08-28 23:00:00,EST,22.69,45.28,29.34,92.4,6.74,2.22,8,3.58,,,BBP Real-time 2019,
Beach Haven,2019-08-28 23:15:00,EST,22.73,45.2,29.28,92.5,6.74,2.18,8,3.5,,,BBP Real-time 2019,
Beach Haven,2019-08-28 23:30:00,EST,22.75,45.13,29.24,92,6.71,2.15,7.99,3.57,,,BBP Real-time 2019,
Beach Haven,2019-08-28 23:45:00,EST,22.74,45.09,29.2,91.1,6.64,2.11,7.98,3.73,,,BBP Real-time 2019,
Beach Haven,2019-08-29 00:00:00,EST,22.76,45.03,29.16,91.4,6.67,2.08,7.98,3.53,,,BBP Real-time 2019,
Beach Haven,2019-08-29 00:15:00,EST,22.79,44.98,29.12,93.7,6.83,2.05,8,3.45,,,BBP Real-time 2019,
Beach Haven,2019-08-29 00:30:00,EST,22.83,44.94,29.1,96.5,7.04,2.02,8.03,3.58,,,BBP Real-time 2019,
Beach Haven,2019-08-29 00:45:00,EST,22.86,44.93,29.09,99.5,7.25,1.99,8.05,3.65,,,BBP Real-time 2019,
Beach Haven,2019-08-29 01:00:00,EST,22.85,44.97,29.11,99.1,7.22,1.96,8.05,3.71,,,BBP Real-time 2019,
Beach Haven,2019-08-29 01:15:00,EST,22.84,45,29.14,97.3,7.09,1.94,8.04,3.64,,,BBP Real-time 2019,
Beach Haven,2019-08-29 01:30:00,EST,22.83,45.01,29.15,96.2,7.01,1.91,8.02,3.96,,,BBP Real-time 2019,
Beach Haven,2019-08-29 01:45:00,EST,22.8,45.02,29.15,93.6,6.82,1.9,8,4.3,,,BBP Real-time 2019,
Beach Haven,2019-08-29 02:00:00,EST,22.78,45.01,29.14,91.5,6.67,1.89,7.98,3.78,,,BBP Real-time 2019,
Beach Haven,2019-08-29 02:15:00,EST,22.76,44.99,29.13,90.1,6.58,1.87,7.97,3.62,,,BBP Real-time 2019,
Beach Haven,2019-08-29 02:30:00,EST,22.75,44.97,29.12,89.2,6.51,1.87,7.96,3.56,,,BBP Real-time 2019,
Beach Haven,2019-08-29 02:45:00,EST,22.76,44.93,29.09,88.8,6.48,1.85,7.96,3.5,,,BBP Real-time 2019,
Beach Haven,2019-08-29 03:00:00,EST,22.76,44.92,29.08,89.1,6.5,1.86,7.96,3.33,,,BBP Real-time 2019,
Beach Haven,2019-08-29 03:15:00,EST,22.77,44.9,29.07,89.5,6.53,1.88,7.97,3.1,,,BBP Real-time 2019,
Beach Haven,2019-08-29 03:30:00,EST,22.76,44.89,29.06,88.9,6.49,1.9,7.97,3.05,,,BBP Real-time 2019,
Beach Haven,2019-08-29 03:45:00,EST,22.74,44.89,29.06,88.7,6.47,1.93,7.97,2.94,,,BBP Real-time 2019,
Beach Haven,2019-08-29 04:00:00,EST,22.69,44.94,29.1,87.3,6.38,1.96,7.96,3.48,,,BBP Real-time 2019,
Beach Haven,2019-08-29 04:15:00,EST,22.67,44.95,29.11,86.2,6.3,2,7.95,3.97,,,BBP Real-time 2019,
Beach Haven,2019-08-29 04:30:00,EST,22.64,44.96,29.11,85.7,6.27,2.04,7.94,5.13,,,BBP Real-time 2019,
Beach Haven,2019-08-29 04:45:00,EST,22.59,44.99,29.14,86,6.3,2.08,7.95,5.43,,,BBP Real-time 2019,
Beach Haven,2019-08-29 05:00:00,EST,22.57,45,29.14,86.7,6.35,2.12,7.95,5.78,,,BBP Real-time 2019,
Beach Haven,2019-08-29 05:15:00,EST,22.53,45.04,29.17,85.8,6.29,2.15,7.95,5.74,,,BBP Real-time 2019,
Beach Haven,2019-08-29 05:30:00,EST,22.5,45.04,29.17,85.3,6.25,2.19,7.95,6.47,,,BBP Real-time 2019,
Beach Haven,2019-08-29 05:45:00,EST,22.48,45.05,29.18,85.1,6.24,2.22,7.95,6.24,,,BBP Real-time 2019,
Beach Haven,2019-08-29 06:00:00,EST,22.47,45.05,29.18,84.7,6.21,2.26,7.95,6.16,,,BBP Real-time 2019,
Beach Haven,2019-08-29 06:15:00,EST,22.46,45.04,29.17,85.7,6.28,2.3,7.95,6.33,,,BBP Real-time 2019,
Beach Haven,2019-08-29 06:30:00,EST,22.45,45.03,29.17,85.9,6.3,2.33,7.96,7.47,,,BBP Real-time 2019,
Beach Haven,2019-08-29 06:45:00,EST,22.45,45.03,29.17,85.5,6.27,2.35,7.95,6.03,,,BBP Real-time 2019,
Beach Haven,2019-08-29 07:00:00,EST,22.44,45.04,29.17,85.1,6.25,2.38,7.95,5.51,,,BBP Real-time 2019,
Beach Haven,2019-08-29 07:15:00,EST,22.43,45.04,29.17,84.9,6.23,2.4,7.95,6.38,,,BBP Real-time 2019,
Beach Haven,2019-08-29 07:30:00,EST,22.38,45.06,29.19,84,6.17,2.42,7.94,7.05,,,BBP Real-time 2019,
Beach Haven,2019-08-29 07:45:00,EST,22.37,45.06,29.19,84.1,6.18,2.44,7.94,5.42,,,BBP Real-time 2019,
